School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Council District,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020),Location 1
I.S. 61 - STATEN ISLAND,R,31,WALK-IN REFRIGERATORS AND FREEZERS,587376,CIP,R061,445 CASTLETON AVENUE,Staten Island,10314,STATEN IS,40.593005,-74.158988,502,51,5037524,5023640001,27706,SI0204,"(40.593005, -74.158988)"
HS FOR HEALTH PROF & HUMAN SERV-M,M,2,LL 26-EXIT SIGNS,144650.92,CIP,M475,345 EAST 15 STREET,Manhattan,10065,MANHATTAN,40.765359,-73.960059,108,5,1083343,1014420001,118,MN0801,"(40.765359, -73.960059)"
P.S. 22 - QUEENS,Q,25,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,11244000,CIP,Q022,153-33 SANFORD AVENUE,Queens,11365,QUEENS,40.736922,-73.77799,408,23,4153296,4071170421,134702,QN0803,"(40.736922, -73.77799)"
P.S. 290 - MANHATTAN,M,2,RESO A ROOFTOP PLAYGROUND,8582499,CIP,M190,311 EAST 82 STREET,Manhattan,10037,MANHATTAN,40.813184,-73.937322,110,9,1076433,1017330017,212,MN1002,"(40.813184, -73.937322)"
J.H.S. 216 - QUEENS,Q,26,IDA FIRE ALARM SYSTEM REPLACEMENT / EARLY PACKAGE/TEMPORARY EGRESS,2889975,CIP,Q216,64-20 175 STREET,Queens,11375,QUEENS,40.736524,-73.851455,406,24,4051290,4021430001,745,QN0602,"(40.736524, -73.851455)"
P.S. 41 - STATEN ISLAND,R,31,HEATING PLANT UPGRADE / ROOFS / PARAPETS / EXTERIOR MASONRY,20225000,CIP,R041,216 CLAWSON STREET,Staten Island,10304,STATEN IS,40.620347,-74.081643,501,49,5014184,5005560080,29,SI0102,"(40.620347, -74.081643)"
P.S. 200 - BROOKLYN,K,20,IPDVS INSTALLATIONS / IPDVS INSTALLATIONS,401000,CIP,K200,1940 BENSON AVENUE,Brooklyn,11204,BROOKLYN,40.61527,-73.987149,311,43,3134749,3055710001,256,BK1101,"(40.61527, -73.987149)"
WHITELAW REID ACADEMY OF ARTS AND BUSINESS - BROOK,K,16,PARAPETS / EXTERIOR MASONRY / WINDOWS / PAVED AREAS- CONCRETE,7661000,CIP,K057,125 STUYVESANT AVENUE,Brooklyn,11225,BROOKLYN,40.664007,-73.94922,309,40,3337872,3013160015,329,BK0902,"(40.664007, -73.94922)"
P.S. 111 - BRONX,X,11,IPDVS INSTALLATIONS / IPDVS INSTALLATIONS,334000,CIP,X111,3740 BAYCHESTER AVENUE,Bronx,10452,BRONX,40.834776,-73.923067,204,16,2003022,2024950100,6302,BX0491,"(40.834776, -73.923067)"
HEADQTRS 65 CNTRL ADMIN. - K,K,15,ELEVATOR MODERNIZATION,800000,CIP,K801,65 COURT STREET,Brooklyn,11238,BROOKLYN,40.676068,-73.965708,308,35,3028862,3011600001,205,BK0801,"(40.676068, -73.965708)"
MIDDLE COLLEGE HIGH SCHOOL - QUEENS,Q,24,MECHANICAL PIPING,645750,CIP,Q520,45-35 VAN DAM STREET,Queens,11432,QUEENS,40.70848,-73.800065,412,24,4209031,4097680022,44602,QN1201,"(40.70848, -73.800065)"
I.S. 227 - QUEENS,Q,30,FY20 RESO A SCIENCE LAB UPGRADES,2100000,CIP,Q227,32-02 JUNCTION BOULEVARD,Queens,11414,QUEENS,40.665909,-73.851216,410,32,4247454,4114450001,6202,QN1003,"(40.665909, -73.851216)"
P.S. 354 - QUEENS,Q,28,FY24 RESO A GYMNASIUM UPGRADE / FY24 RESO A ROOM CONVERSION / PATH OF TRAVEL RESO A GYMNASIUM UPGRADE,1310000,CIP,Q030,126-10 BEDELL STREET,Queens,11428,QUEENS,40.727134,-73.735077,413,23,4230589,4107560001,560,QN1303,"(40.727134, -73.735077)"
P.S. 146 - QUEENS,Q,27,IPDVS INSTALLATIONS / IPDVS INSTALLATIONS,450000,CIP,Q146,98-01 159 AVENUE,Queens,11104,QUEENS,40.745537,-73.923776,402,26,4002387,4001850001,18101,QN0202,"(40.745537, -73.923776)"
P.S. 49 - BRONX,X,7,FULL PROGRAM ACCESSIBILITY / LOW VOLTAGE ELECTRICAL SYSTEM,15700000,CIP,X049,383 EAST 139 STREET,Bronx,10456,BRONX,40.832866,-73.911418,204,16,2002299,2024350075,175,BX0401,"(40.832866, -73.911418)"
NEWCOMERS HIGH SCHOOL - Q,Q,30,RPZ VALVES,389000,CIP,Q450,28-01 41ST AVENUE,Queens,11106,QUEENS,40.765826,-73.9328,401,22,4467709,4005290002,45,QN0105,"(40.765826, -73.9328)"
FAIRMONT NEIGHBORHOOD SCHOOL,X,12,IPDVS CAMERA INSTALLATION / IPDVS CAMERA INSTALLATION / IPDVS CAMERA INSTALLATION,763000,CIP,X050,1550 VYSE AVENUE,Bronx,10460,BRONX,40.836575,-73.892817,203,15,2009865,2029390045,153,BX0303,"(40.836575, -73.892817)"
HS FOR HEALTH CAREER & SCIENCE - M,M,6,SCIENCE LAB,5724000,CIP,M465,549 AUDUBON AVENUE,Manhattan,10024,MANHATTAN,40.785803,-73.974614,107,6,1032128,1012150001,169,MN0702,"(40.785803, -73.974614)"
P.S. 380 - BROOKLYN,K,14,FULL PROGRAM ACCESSIBILITY,11356000,CIP,K380,370 MARCY AVENUE,Brooklyn,11213,BROOKLYN,40.672713,-73.936924,308,36,3036405,3013700029,343,BK0802,"(40.672713, -73.936924)"
P.S. 52 - STATEN ISLAND,R,31,ROOFS / EXTERIOR MASONRY / PARAPETS / PAVED AREA- BLACKTOP,6244000,CIP,R052,450 BUEL AVENUE,Staten Island,10301,STATEN IS,40.64789,-74.083406,501,49,5000126,5000140032,7,SI0101,"(40.64789, -74.083406)"
I.S. 202 - QUEENS,Q,27,WALK-IN REFRIGERATORS AND FREEZERS,739450,CIP,Q202,138-30 LAFAYETTE STREET,Queens,11414,QUEENS,40.658089,-73.844432,410,32,4293311,4140090060,89201,QN1003,"(40.658089, -73.844432)"
P.S. @ 23-10 43 AVENUE - QUEENS,Q,30,New,84621000,CAP,Q508,23-10 43 AVENUE,Queens,11355,QUEENS,40.751198,-73.822473,407,20,,,845,QN0705,"(40.751198, -73.822473)"
I.S. 267 - BROOKLYN,K,16,SCIENCE LAB UPGRADE,2151000,CIP,K324,800 GATES AVENUE,Brooklyn,11207,BROOKLYN,40.668167,-73.897835,305,42,3084283,3037680001,1134,BK0502,"(40.668167, -73.897835)"
P.S. 182 - BRONX,X,8,IPDVS INSTALLATIONS / IPDVS INSTALLATIONS / IPDVS INSTALLATIONS,599500,CIP,X182,601 STICKBALL BOULEVARD,Bronx,10456,BRONX,40.828419,-73.900721,203,17,2004869,2026720001,135,BX0301,"(40.828419, -73.900721)"
P.S. 174 - QUEENS,Q,28,Addition,49672074,CAP,Q174,65-30 DIETERLE CRESCENT,Queens,11377,QUEENS,40.739613,-73.894214,402,26,4623447,4024327502,489,QN0203,"(40.739613, -73.894214)"
I.S. 22 - BRONX,X,9,ROOFS / GYMNASIUM FLOORING / EXTERIOR MASONRY / WINDOWS / PARAPETS,17900000,CIP,X022,270 EAST 167 STREET,Bronx,10455,BRONX,40.813517,-73.913402,201,8,2000114,2022740023,43,BX0101,"(40.813517, -73.913402)"
GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX II,X,10,HEATING PLANT UPGRADE / LOW VOLTAGE ELECTRICAL SYSTEM,6480988,CIP,X886,124 EAMES PLACE,Bronx,,,,,,,,,,,
P.S. 249 - BROOKLYN,K,17,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,8940000,CIP,K249,18 MARLBOROUGH ROAD,Brooklyn,11216,BROOKLYN,40.681572,-73.945446,303,36,3053075,3018450001,269,BK0301,"(40.681572, -73.945446)"
I.S. 448 - BROOKLYN,K,15,LSP FY23 RESO A GYMNASIUM UPGRADE,240000,CIP,K142,610 HENRY STREET,Brooklyn,11206,BROOKLYN,40.705204,-73.939407,301,34,3071418,3030910001,485,BK0104,"(40.705204, -73.939407)"
P.S. 104 - QUEENS,Q,27,DOWNTOWN FAR ROCKAWAY REZONING PARK UPGRADES,697500,CIP,Q104,26-01 MOTT AVENUE,Queens,11428,QUEENS,40.720713,-73.747001,413,23,4226839,4106260001,542,QN1303,"(40.720713, -73.747001)"
FORT HAMILTON HS - K,K,20,LOW VOLTAGE ELECTRICAL SYSTEM,3051000,CIP,K490,8301 SHORE ROAD,Brooklyn,11236,BROOKLYN,40.641474,-73.898254,318,46,3230949,3082220001,990,BK1803,"(40.641474, -73.898254)"
P.S. 2 - MANHATTAN,M,2,IPDVS INSTALLATIONS / IPDVS INSTALLATIONS,399550,CIP,M002,122 HENRY STREET,Manhattan,10035,MANHATTAN,40.801007,-73.939349,111,8,1083501,1017680021,196,MN1102,"(40.801007, -73.939349)"
P.S. 169 - BROOKLYN,K,15,ROOF REPLACEMENT / EXTERIOR MASONRY / PARAPETS / WINDOWS,14790025,CIP,K169,4305 7 AVENUE,Brooklyn,11232,BROOKLYN,40.657914,-74.000652,307,38,3009847,3006690001,101,BK0702,"(40.657914, -74.000652)"
P.S. 195/196 - BRONX,X,12,Addition,61823735.28,CAP,X077,1260 WARD AVENUE,Bronx,10473,BRONX,40.822665,-73.853366,209,18,2022289,2036090016,74,BX0903,"(40.822665, -73.853366)"
I.S. 71 - BROOKLYN,K,14,WATER INFILTRATION,1499000,CIP,K071,215 HEYWARD STREET,Brooklyn,11233,BROOKLYN,40.680318,-73.910644,316,37,3041561,3015280001,369,BK1601,"(40.680318, -73.910644)"
P.S. 80 - QUEENS,Q,28,FLOOD ELIMINATION / PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION / PA SYSTEM REPLACEMENT,8276000,CIP,Q080,171-05 137 AVENUE,Queens,11379,QUEENS,40.711815,-73.871238,405,30,4091737,4037820027,621,QN0504,"(40.711815, -73.871238)"
I.S. 255 - MANHATTAN,M,2,FY20 RESO A ACCESSIBILITY,518000,CIP,M040,320 EAST 20 STREET,Manhattan,10011,MANHATTAN,40.735687,-73.999,102,3,1010543,1006060049,71,MN0203,"(40.735687, -73.999)"
P.S. 155 - BROOKLYN,K,23,WATER INFILTRATION / CRACKED MASONRY / ROOF LEAKS / HEATING PLANT UPGRADE / ELECTRICAL SYSTEMS / DOMESTIC PIPING / WINDOWS,20470000,CIP,K155,1355 HERKIMER STREET,Brooklyn,11207,BROOKLYN,40.672579,-73.884803,305,42,3089176,3040150001,1150,BK0502,"(40.672579, -73.884803)"
P.S. 110 - BROOKLYN,K,14,EXTERIOR MASONRY,1242750,CIP,K110,124 MONITOR STREET,Brooklyn,11236,BROOKLYN,40.635015,-73.897262,318,46,3232559,3082560001,1008,BK1803,"(40.635015, -73.897262)"
P.S. 184 - QUEENS,Q,25,ROOFS / PARAPETS / EXTERIOR MASONRY,2825000,CIP,Q184,163-15 21 ROAD,Queens,11375,QUEENS,40.722707,-73.851699,406,29,4075214,4031720002,71305,QN0602,"(40.722707, -73.851699)"
P.S. 57 - MANHATTAN,M,4,FULL PROGRAM ACCESSIBILITY,12461000,CIP,M057,176 EAST 115 STREET,Manhattan,10011,MANHATTAN,40.742129,-74.002198,104,3,1079152,1007410010,83,MN0401,"(40.742129, -74.002198)"
P.S. 273 - QUEENS,Q,27,ELECTRIFICATION/HEAT PUMP SYSTEMS,6475600,CIP,Q273,88-07 102ND STREET,Queens,11368,QUEENS,40.742167,-73.864109,404,21,4620049,4018910001,44302,QN0402,"(40.742167, -73.864109)"
P.S. 253 - QUEENS,Q,27,IPDVS INSTALLATIONS / IPDVS INSTALLATIONS,454000,CIP,Q253,1307 CENTRAL AVENUE,Queens,11428,QUEENS,40.720619,-73.731997,413,23,4231378,4108130005,568,QN1303,"(40.720619, -73.731997)"
P.S. 116 - QUEENS,Q,29,Addition,59387029,CAP,Q116,107-25 WREN PLACE,Queens,11374,QUEENS,40.720874,-73.860978,406,30,4000000,4031340001,69702,QN0601,"(40.720874, -73.860978)"
P.S. 85 - BRONX,X,10,OTHER TEMP STRUCTURE REMOVAL/PLAYGROUND REDEVELOPMENT / PATH OF TRAVEL- OTHER TEMP STRUCTURE REMOVAL/PLAYGROUND REDELOPMENT / FY24 RESO A AUDITORIUM UPGRADE / FY24 RESO A PLAYGROUND UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM UPGRADE / PATH OF TRAVEL RESO,7184750,CIP,X085,2400 MARION AVENUE,Bronx,10457,BRONX,40.846711,-73.889815,206,15,2012620,2030920014,371,BX0602,"(40.846711, -73.889815)"
JOHN DEWEY ANNEX - BROOKLYN,K,21,New,77711000,CAP,K358,106 AVENUE X,Brooklyn,11232,BROOKLYN,40.65028,-74.008627,307,38,3000000,3007280036,82,BK0702,"(40.65028, -74.008627)"
P.S. 15 - BROOKLYN,K,15,ROOFS / WINDOWS / EXTERIOR MASONRY / FULL PROGRAM ACCESSIBILITY,17924068.17,CIP,K015,71 SULLIVAN STREET,Brooklyn,11205,BROOKLYN,40.690765,-73.971376,302,35,3058531,3020910003,183,BK0203,"(40.690765, -73.971376)"
SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP - X,X,8,FY23 RESO A SCIENCE LAB UPGRADE / PATH OF TRAVEL RESO A SCIENCE LAB UPGRADE / FY23 RESO A AUDITORIUM UPGRADE,1776000,CIP,X131,885 BOLTON AVENUE,Bronx,10456,BRONX,40.823289,-73.907948,203,17,2004469,2026270009,18502,BX0301,"(40.823289, -73.907948)"
Q009 SPED - QUEENS,Q,24,FULL PROGRAM ACCESSIBILITY / CAFETERIA UPGRADE / VENTILATION,18766000,CIP,Q009,58-74 57 STREET,Queens,11368,QUEENS,40.74056,-73.854131,404,21,4437311,4019540037,439,QN0402,"(40.74056, -73.854131)"
R. CARSON SCL OF COASTAL ST-K,K,21,RESO A ROOM CONVERSIONS / PARTITIONING / PATH OF TRAVEL RESO A ROOM CONVERSIONS/PARTITIONING,1398000,CIP,K303,501 WEST AVENUE,Brooklyn,11207,BROOKLYN,40.655997,-73.886547,305,42,3097873,3043920001,1104,BK0503,"(40.655997, -73.886547)"
I.S. 78 - BROOKLYN,K,22,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION / FIRE ALARM SYSTEM REPLACEMENT,12142000,CIP,K078,1420 EAST 68 STREET,Brooklyn,11237,BROOKLYN,40.700774,-73.91748,304,37,3075109,3032890027,431,BK0401,"(40.700774, -73.91748)"
P.S. 138 - BRONX,X,8,Addition,57799000,CAP,X138,2060 LAFAYETTE AVENUE,Bronx,10467,BRONX,40.876633,-73.864113,212,12,2057021,2046310075,372,BX1201,"(40.876633, -73.864113)"
NEW DORP HS - STATEN ISLAND,R,31,REPLACE SINGLE STAGE STEAM ABSORBER / HOT WATER HEATER REPLACEMENT / AIR CONDITIONING / COVID VENTILATION / COVID BMS REPLACEMENT,16775000,CIP,R435,465 NEW DORP LANE,Staten Island,10302,STATEN IS,40.634573,-74.141818,501,49,5026076,5011210001,213,SI0106,"(40.634573, -74.141818)"
K036 SPED - BROOKLYN,K,19,ELEVATOR MODERNIZATION / FIRE ALARM SYSTEM REPLACEMENT / ELECTRICAL SYSTEMS,3540600,CIP,K857,2045 LINDEN BOULEVARD,Brooklyn,11238,BROOKLYN,40.676094,-73.97038,308,35,3029060,3011640057,163,BK0801,"(40.676094, -73.97038)"
P.S. 221 - BROOKLYN,K,17,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION,3921000,CIP,K221,791 EMPIRE BOULEVARD,Brooklyn,11204,BROOKLYN,40.634875,-73.981528,312,44,3125676,3053620021,230,BK1202,"(40.634875, -73.981528)"
I.S. 234 - BROOKLYN,K,22,INTERIOR SPACES,2740580,CIP,K234,1875 EAST 17 STREET,Brooklyn,11234,BROOKLYN,40.615998,-73.912989,318,46,3326821,3084640001,698,BK1802,"(40.615998, -73.912989)"
P.S. 87 - MANHATTAN,M,3,WINDOWS / RPZ BACKFLOW PREVENTION DEVICES / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / ROOFS / PARAPETS / EXTERIOR MASONRY / EXTERIOR DOORS,23719000,CIP,M087,160 WEST 78 STREET,Manhattan,10035,MANHATTAN,40.800256,-73.937558,111,8,1074333,1017840012,194,MN1102,"(40.800256, -73.937558)"
MANHTN CT FOR MATH & SCI. HS - M,M,4,IPDVS CAMERA INSTALLATION / IPDVS CAMERA INSTALLATION / IPDVS CAMERA INSTALLATION,720000,CIP,M435,260 PLEASANT AVENUE,Manhattan,10003,MANHATTAN,40.735494,-73.987659,106,2,1017828,1008720057,50,MN0602,"(40.735494, -73.987659)"
P.S. 192 - BROOKLYN,K,20,COVID VENTILATION,254750,CIP,K192,4715 18 AVENUE,Brooklyn,11229,BROOKLYN,40.596757,-73.933499,315,46,3201629,3073930001,570,BK1503,"(40.596757, -73.933499)"
P.S. 122 - QUEENS,Q,30,LOW VOLTAGE ELECTRICAL SYSTEM,1100000,CIP,Q122,21-21 DITMARS BOULEVARD,Queens,11420,QUEENS,40.665058,-73.811701,410,28,4257530,4118820001,84602,QN1001,"(40.665058, -73.811701)"
P.S. 65 - STATEN ISLAND,R,31,CLOCK TOWER REPAIR @ R829 PERMANENT FIX,780000,CIP,R829,98 GRANT STREET,Staten Island,10457,BRONX,40.840891,-73.898166,203,15,2009659,2029300001,165,BX0302,"(40.840891, -73.898166)"
BRONX LAB SCHOOL - BRONX,X,11,COVID VENTILATION,6420000,CIP,X425,800 EAST GUN HILL ROAD,Bronx,10467,BRONX,40.876341,-73.863195,212,12,2057040,2046320050,372,BX1201,"(40.876341, -73.863195)"
I.S. 328 - MANHATTAN,M,6,ROOFS / PARAPETS / EXTERIOR MASONRY,7735000,CIP,M164,401 WEST 164 STREET,Manhattan,10128,MANHATTAN,40.781227,-73.955673,108,4,1048043,1015167502,14802,MN0802,"(40.781227, -73.955673)"
P.S. 220 - QUEENS,Q,28,FLOOD ELIMINATION / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,6120000,CIP,Q220,62-10 108 STREET,Queens,11694,QUEENS,40.580928,-73.831836,414,32,4303853,4161810001,938,QN1403,"(40.580928, -73.831836)"
I.S. 278 - BROOKLYN,K,22,ELECTRICAL WORK FOR A/C INITIATIVE,8891.59,CIP,K278,1925 STUART STREET,Brooklyn,11212,BROOKLYN,40.667377,-73.908214,316,41,3081460,3035440135,912,BK1602,"(40.667377, -73.908214)"
HOPE FAITH AND CHARITY,K,23,ACS EARLY LEARN LEASE RENEWAL,970000,CIP,KAYT,774 SARATOGA AVENUE,Brooklyn,11216,BROOKLYN,40.672613,-73.95161,308,36,3031515,3012400056,31701,BK0802,"(40.672613, -73.95161)"
P.S. 57 - STATEN ISLAND,R,31,FULL PROGRAM ACCESSIBILITY / LOW-VOLTAGE ELECTRICAL SYSTEMS,14210000,CIP,R057,140 PALMA DRIVE,Staten Island,10301,STATEN IS,40.634009,-74.097826,501,49,5002227,5001000100,67,SI0104,"(40.634009, -74.097826)"
BENJAMIN N. CARDOZO HS - QUEENS,Q,26,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,224100,CIP,Q469,221-15 58TH AVENUE,Queens,11385,QUEENS,40.711033,-73.908814,405,30,4080227,4033630001,59501,QN0502,"(40.711033, -73.908814)"
P.S. 135 - QUEENS,Q,29,LSP HOT WATER HEATER REPLACEMENT,416730,CIP,Q135,207-11 89TH AVENUE,Queens,11417,QUEENS,40.6781,-73.839948,410,32,4467457,4091720001,86,QN1002,"(40.6781, -73.839948)"
BROOKLYN ACADEMY HS - BROOKLYN,K,13,WALK-IN REFRIGERATORS AND FREEZERS,555225,CIP,K458,832 MARCY AVENUE,Brooklyn,11237,BROOKLYN,40.697185,-73.91117,304,37,3076908,3033650098,435,BK0402,"(40.697185, -73.91117)"
CITY-AS-SCHOOL - MANHATTAN,M,2,FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY / AUDITORIUM DUCTWORK / AUDITORIUM UPGRADE / PARAPETS / PATH OF TRAVEL AUDITORIUM UPGRADE / ROOFS,25622000,CIP,M641,16 CLARKSON STREET,Manhattan,10128,MANHATTAN,40.783638,-73.945626,111,8,1083927,1016680001,15602,MN1101,"(40.783638, -73.945626)"
P.S. 59 - MANHATTAN,M,2,FY20 RESO A GREENROOF,2625000,CIP,M488,231-249 EAST 56 STREET,Manhattan,10023,MANHATTAN,40.774351,-73.984753,107,6,1030343,1011570025,15101,MN0701,"(40.774351, -73.984753)"
P.S. 23 - BROOKLYN,K,14,IPDVS INSTALLATIONS / IPDVS INSTALLATIONS,347555,CIP,K023,545 WILLOUGHBY AVENUE,Brooklyn,11231,BROOKLYN,40.677564,-74.005166,306,38,3008342,3005250001,59,BK0601,"(40.677564, -74.005166)"
I.S. 221 - BRONX,X,7,LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,64670,CIP,X149,360 EAST 145 STREET,Bronx,10472,BRONX,40.824024,-73.880032,209,17,2023336,2037110001,52,BX0901,"(40.824024, -73.880032)"
P.S. 161 - QUEENS,Q,28,WINDOWS / PARAPETS,7282400,CIP,Q161,101-33 124TH STREET,Queens,11106,QUEENS,40.757309,-73.926733,401,26,4008220,4006100001,57,QN0103,"(40.757309, -73.926733)"
P.S. 197 - BROOKLYN,K,22,IPDVS INSTALLATIONS,310606.25,CIP,K197,1599 EAST 22 STREET,Brooklyn,11230,BROOKLYN,40.616632,-73.963476,314,44,3180761,3067400025,768,BK1403,"(40.616632, -73.963476)"
CHANNEL VIEW SCL FOR RESEARCH - Q,Q,27,TENNIS COURT REMEDIATION,4362000,CIP,Q411,100-00 BEACH CHANNEL DRIVE,Queens,11413,QUEENS,40.668235,-73.756839,412,31,4280845,4130570056,330,QN1204,"(40.668235, -73.756839)"
LIBERTY AVENUE MIDDLE SCHOOL,K,19,WALK-IN REFRIGERATORS AND FREEZERS,585000,CIP,K302,350 LINWOOD STREET,Brooklyn,11224,BROOKLYN,40.5825,-73.973122,313,47,3196292,3072500025,354,BK1302,"(40.5825, -73.973122)"
P.S. 131 - BROOKLYN,K,15,IPDVS INSTALLATIONS,283425.38,CIP,K131,4305 FORT HAMILTON PARKWAY,Brooklyn,11216,BROOKLYN,40.67438,-73.951443,308,36,3330794,3012330026,31701,BK0802,"(40.67438, -73.951443)"
P.S. 503 - BROOKLYN,K,20,LSP FY16 RESO A EXTERIOR PLAYGROUND LIGHTING,198825,CIP,K314,330 59 STREET,Brooklyn,11215,BROOKLYN,40.67146,-73.977783,306,39,3337516,3009710028,155,BK0602,"(40.67146, -73.977783)"
X352 SPED - BRONX,X,12,IPDVS INSTALLATIONS / IPDVS INSTALLATIONS,603000,CIP,X092,700 EAST 179 STREET,Bronx,10462,BRONX,40.836374,-73.855175,209,18,2041211,2039460007,222,BX0904,"(40.836374, -73.855175)"
P.S. 69 - QUEENS,Q,30,FIRE ALARM REPLACEMENT,1750964.8,CIP,Q069,77-02 37 AVENUE,Queens,11434,QUEENS,40.673769,-73.775951,412,28,4270059,4124950270,33403,QN1204,"(40.673769, -73.775951)"
P.S. 207 - QUEENS,Q,27,ROOFS / EXTERIOR MASONRY,3680000,CIP,Q207,159-15 88 STREET,Queens,11354,QUEENS,40.770387,-73.828617,407,20,4100846,4044130020,88902,QN0707,"(40.770387, -73.828617)"
I.S. 114 - MANHATTAN,M,2,RESO A- DANCE STUDIO,463762,CIP,M114,331 EAST 91 STREET,Manhattan,10030,MANHATTAN,40.819767,-73.944433,110,9,1060726,1020420035,22102,MN1002,"(40.819767, -73.944433)"
I.S. 392 - BROOKLYN,K,23,FY22 RESO A AUDITORIUM UPGRADE,457000,CIP,K356,104 SUTTER AVENUE,Brooklyn,11232,BROOKLYN,40.654293,-74.005889,307,38,3337059,3006960031,84,BK0702,"(40.654293, -74.005889)"
P.S. 84 - MANHATTAN,M,3,FY18 RESO A PLAYGROUND UPGRADE,588634,CIP,M084,32 WEST 92 STREET,Manhattan,10032,MANHATTAN,40.839305,-73.936159,112,10,1076741,1021120058,249,MN1201,"(40.839305, -73.936159)"
HILLSIDE ACADEMY FOR ARTS AND LETTERS - Q,Q,28,LSP DOMESTIC WATER HEATER,12107.82,CIP,Q470,167-01 GOTHIC DRIVE,Queens,11385,QUEENS,40.711033,-73.908814,405,30,4080227,4033630001,59501,QN0502,"(40.711033, -73.908814)"
J.H.S. 47 (SCH FOR THE DEAF) - M,M,2,EXTERIOR MASONRY / RTU REPLACEMENT / WINDOWS / PARAPETS / ROOFS,24733000,CIP,M047,223 EAST 23 STREET,Manhattan,10034,MANHATTAN,40.866053,-73.924835,112,10,1076776,1022330020,291,MN1203,"(40.866053, -73.924835)"
3K CENTER @ 36-31 38 STREET - QUEENS,Q,30,Lease,11988000,CAP,Q447,36-31 38TH STREET,Queens,11101,QUEENS,40.749586,-73.943546,402,26,4436809,4004360021,1903,QN0201,"(40.749586, -73.943546)"
P.S. 61 - BRONX,X,12,COVID VENTILATION,4125000,CIP,X061,1550 CROTONA PARK EAST,Bronx,10456,BRONX,40.830965,-73.902738,203,17,2004302,2026150014,149,BX0301,"(40.830965, -73.902738)"
P.S. 277 - BRONX,X,7,COVID VENTILATION,7695000,CIP,X027,519 ST ANNS AVENUE,Bronx,10472,BRONX,40.829344,-73.850428,209,18,2026706,2038170001,78,BX0903,"(40.829344, -73.850428)"
X721 SPED - BRONX,X,11,EXTERIOR MASONRY WATER PENETRATION / WINDOWS / ROOFS / FLOOD ELIMINATION / PARAPETS,9394223,CIP,X722,2697 WESTCHESTER AVENUE,Bronx,10468,BRONX,40.869296,-73.901525,208,14,2115783,2032480062,26701,BX0801,"(40.869296, -73.901525)"
P.S. 153 - BROOKLYN,K,21,COVID VENTILATION / COVID FIRE ALARM SYSTEM REPLACEMENT / COVID ELECTRICAL UPGRADE,6921000,CIP,K153,1970 HOMECREST AVENUE,Brooklyn,11233,BROOKLYN,40.677415,-73.908734,316,37,3042263,3015520043,369,BK1601,"(40.677415, -73.908734)"
RICHMOND HILL HS - QUEENS,Q,27,LOCKER ROOM UPGRADE / LOW VOLTAGE ELECTRICAL SYSTEM / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / POOL WATER HEATER & FILTRATION,23999723,CIP,Q475,89-30 114 STREET,Queens,11385,QUEENS,40.711033,-73.908814,405,30,4080227,4033630001,59501,QN0502,"(40.711033, -73.908814)"
P.S. 261 - BROOKLYN,K,15,FLOOD ELIMINATION / PARAPETS / ROOFS / PLAYGROUND REDEVELOPMENT / TCU REMOVAL/PLAYGROUND REDEVELOPMENT / PATH OF TRAVEL TCU REMOVAL/PLAYGROUND REDEVELOPMENT,5842449,CIP,K261,314 PACIFIC STREET,Brooklyn,11233,BROOKLYN,40.683241,-73.930813,303,36,3046876,3016710019,297,BK0302,"(40.683241, -73.930813)"
P.S. 121 - BROOKLYN,K,21,IPDVS INSTALLATIONS / IPDVS INSTALLATIONS,482000,CIP,K121,5301 20 AVENUE,Brooklyn,11228,BROOKLYN,40.623762,-74.017799,310,38,3150481,3059730001,206,BK1002,"(40.623762, -74.017799)"
P.S. @ PARCEL C - QUEENS,Q,30,New,74725000,CAP,Q341,1-50 54 AVENUE,Queens,11365,QUEENS,40.7405,-73.796851,411,20,4617811,4068820001,1417,QN1101,"(40.7405, -73.796851)"
JANICE BLANCHARD CAMPUS - STATEN ISLAND,R,31,New,76890000,CAP,R121,4074 VICTORY BLVD,Staten Is,10305,STATEN IS,40.602182,-74.068818,502,50,5108458,5030870001,2002,SI0201,"(40.602182, -74.068818)"
